[INFO ] 2025-06-29 04:14:16,451 [main]  com.oltpbenchmark.ThreadBench runRateLimitedMultiPhase - TERMINATE :: Waiting for all terminals to finish ..
[INFO ] 2025-06-29 04:14:16,666 [Thread-2076]  com.oltpbenchmark.ThreadBench run - Starting WatchDogThread
[INFO ] 2025-06-29 04:14:21,047 [main]  com.oltpbenchmark.DBWorkload runWorkload - ======================================================================
[INFO ] 2025-06-29 04:14:21,047 [main]  com.oltpbenchmark.DBWorkload runWorkload - Rate limited reqs/s: Results(state=EXIT, nanoSeconds=3600000000012, measuredRequests=21259744) = 5905.484444424759 requests/sec (throughput), 6428.25027775635 requests/sec (goodput)
[INFO ] 2025-06-29 04:14:21,078 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output Raw data into file: tpcc_2025-06-29_04-14-21.raw.csv
[INFO ] 2025-06-29 04:14:36,675 [Thread-2076]  com.oltpbenchmark.ThreadBench run - Worker Thread Status:


[INFO ] 2025-06-29 04:14:36,984 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output samples into file: tpcc_2025-06-29_04-14-21.samples.csv
[INFO ] 2025-06-29 04:14:37,642 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output summary data into file: tpcc_2025-06-29_04-14-21.summary.json
[INFO ] 2025-06-29 04:14:37,647 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output DBMS parameters into file: tpcc_2025-06-29_04-14-21.params.json
[INFO ] 2025-06-29 04:14:37,651 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output DBMS metrics into file: tpcc_2025-06-29_04-14-21.metrics.json
[INFO ] 2025-06-29 04:14:37,653 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output benchmark config into file: tpcc_2025-06-29_04-14-21.config.xml
[INFO ] 2025-06-29 04:14:37,674 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output results into file: tpcc_2025-06-29_04-14-21.results.csv with window size 5
[INFO ] 2025-06-29 04:14:40,487 [main]  com.oltpbenchmark.DBWorkload writeHistograms - ======================================================================
[INFO ] 2025-06-29 04:14:40,487 [main]  com.oltpbenchmark.DBWorkload writeHistograms - Workload Histograms:

Completed Transactions:
com.oltpbenchmark.benchmarks.tpcc.procedures.NewOrder/01                         [10396495] ********************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.Payment/02                          [10033542] *****************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.OrderStatus/03                      [  932932] *******
com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery/04                         [  844793] ******
com.oltpbenchmark.benchmarks.tpcc.procedures.StockLevel/05                       [  933939] *******

Aborted Transactions:
com.oltpbenchmark.benchmarks.tpcc.procedures.NewOrder/01                         [104849] ********************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery/04                         [ 87491] ******************************************************************

Rejected Transactions (Server Retry):
<EMPTY>

Rejected Transactions (Retry Different):
<EMPTY>

Unexpected SQL Errors:
com.oltpbenchmark.benchmarks.tpcc.procedures.NewOrder/01                         [ 519] **************
com.oltpbenchmark.benchmarks.tpcc.procedures.Payment/02                          [2914] ********************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery/04                         [2214] ************************************************************

Unknown Status Transactions:
<EMPTY>


[INFO ] 2025-06-29 04:14:40,487 [main]  com.oltpbenchmark.DBWorkload writeHistograms - ======================================================================
[1]+  완료                  nohup ./run_tpcc.sh > tmp2 1>&1
minsky@minsky-MS-7E13:~/benchbase/target/benchbase-mariadb$ ^C





insky@minsky-MS-7E13:~/benchbase/target/benchbase-mariadb$ cat results/tpcc_2025-06-29_04-14-21.results.csv
Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
[67] :: 943 ~ 944, 494 ms, 79 (MB), Reclaimed Zone : 1, ZLV: 0.867779
[68] :: 944 ~ 944, 560 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[69] :: 962 ~ 963, 388 ms, 68 (MB), Reclaimed Zone : 1, ZLV: 0.970100
[70] :: 963 ~ 963, 659 ms, 162 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[71] :: 963 ~ 964, 773 ms, 130 (MB), Reclaimed Zone : 1, ZLV: 0.669161
[72] :: 971 ~ 972, 780 ms, 148 (MB), Reclaimed Zone : 1, ZLV: 0.918408
[73] :: 972 ~ 973, 962 ms, 209 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[74] :: 975 ~ 976, 794 ms, 172 (MB), Reclaimed Zone : 1, ZLV: 0.936814
[75] :: 978 ~ 979, 1126 ms, 215 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[76] :: 979 ~ 980, 717 ms, 196 (MB), Reclaimed Zone : 1, ZLV: 0.789661
[77] :: 980 ~ 980, 740 ms, 194 (MB), Reclaimed Zone : 1, ZLV: 0.759103
[78] :: 980 ~ 981, 940 ms, 249 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[79] :: 1010 ~ 1010, 178 ms, 20 (MB), Reclaimed Zone : 1, ZLV: 0.491593
[80] :: 1012 ~ 1012, 349 ms, 65 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[81] :: 1017 ~ 1018, 1056 ms, 178 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[82] :: 1024 ~ 1025, 1005 ms, 193 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[83] :: 1031 ~ 1032, 841 ms, 193 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[84] :: 1032 ~ 1033, 1331 ms, 258 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[85] :: 1035 ~ 1035, 624 ms, 121 (MB), Reclaimed Zone : 1, ZLV: 0.689613
[86] :: 1047 ~ 1047, 61 ms, 1 (MB), Reclaimed Zone : 1, ZLV: 0.459696
[87] :: 1047 ~ 1048, 99 ms, 3 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[88] :: 1053 ~ 1054, 799 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[89] :: 1054 ~ 1055, 738 ms, 193 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[90] :: 1065 ~ 1067, 1075 ms, 250 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[91] :: 1067 ~ 1067, 847 ms, 207 (MB), Reclaimed Zone : 1, ZLV: 0.778912
[92] :: 1067 ~ 1069, 1120 ms, 258 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[93] :: 1071 ~ 1072, 1046 ms, 259 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[94] :: 1074 ~ 1075, 853 ms, 146 (MB), Reclaimed Zone : 1, ZLV: 0.474098
[95] :: 1075 ~ 1076, 810 ms, 218 (MB), Reclaimed Zone : 1, ZLV: 0.804938
[96] :: 1083 ~ 1084, 1228 ms, 231 (MB), Reclaimed Zone : 1, ZLV: 0.733609
[97] :: 1084 ~ 1085, 306 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.259448
[98] :: 1099 ~ 1099, 72 ms, 1 (MB), Reclaimed Zone : 1, ZLV: 0.439856
[99] :: 1102 ~ 1102, 110 ms, 3 (MB), Reclaimed Zone : 1, ZLV: 0.440909
[100] :: 1102 ~ 1102, 261 ms, 42 (MB), Reclaimed Zone : 1, ZLV: 0.990624
[101] :: 1113 ~ 1113, 435 ms, 70 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[102] :: 1116 ~ 1117, 1325 ms, 309 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[103] :: 1128 ~ 1129, 1079 ms, 279 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[104] :: 1138 ~ 1139, 710 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 0.436971
[105] :: 1141 ~ 1142, 582 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[106] :: 1159 ~ 1159, 54 ms, 2 (MB), Reclaimed Zone : 1, ZLV: 0.467275
[107] :: 1167 ~ 1169, 1515 ms, 169 (MB), Reclaimed Zone : 1, ZLV: 0.800195
[108] :: 1169 ~ 1169, 658 ms, 89 (MB), Reclaimed Zone : 1, ZLV: 0.550912
[109] :: 1169 ~ 1170, 791 ms, 165 (MB), Reclaimed Zone : 1, ZLV: 0.638804
[110] :: 1170 ~ 1171, 962 ms, 238 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[111] :: 1171 ~ 1172, 546 ms, 151 (MB), Reclaimed Zone : 1, ZLV: 0.553152
[112] :: 1179 ~ 1180, 711 ms, 130 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[113] :: 1193 ~ 1195, 1542 ms, 258 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[114] :: 1195 ~ 1196, 1260 ms, 322 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[115] :: 1196 ~ 1197, 1281 ms, 323 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[116] :: 1197 ~ 1198, 1150 ms, 324 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[117] :: 1210 ~ 1210, 431 ms, 71 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[118] :: 1231 ~ 1233, 1182 ms, 230 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[119] :: 1233 ~ 1234, 1194 ms, 326 (MB), Reclaimed Zone : 1, ZLV: 0.996894
[120] :: 1236 ~ 1238, 1090 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 0.500000
[121] :: 1238 ~ 1238, 647 ms, 56 (MB), Reclaimed Zone : 1, ZLV: 0.248444
[122] :: 1238 ~ 1240, 1590 ms, 320 (MB), Reclaimed Zone : 1, ZLV: 0.999308
[123] :: 1240 ~ 1241, 1238 ms, 336 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[124] :: 1284 ~ 1284, 66 ms, 1 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[125] :: 1324 ~ 1325, 127 ms, 8 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[126] :: 1337 ~ 1338, 456 ms, 52 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[127] :: 1338 ~ 1338, 500 ms, 124 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[128] :: 1338 ~ 1339, 259 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.438051
[129] :: 1339 ~ 1339, 513 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 0.688051
[130] :: 1339 ~ 1340, 1006 ms, 244 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[131] :: 1392 ~ 1394, 1534 ms, 258 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[132] :: 1394 ~ 1395, 1241 ms, 322 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[133] :: 1423 ~ 1425, 2682 ms, 225 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[134] :: 1425 ~ 1427, 1224 ms, 259 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[135] :: 1427 ~ 1427, 837 ms, 208 (MB), Reclaimed Zone : 1, ZLV: 0.727695
[136] :: 1427 ~ 1429, 1121 ms, 296 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[137] :: 1429 ~ 1430, 1134 ms, 301 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[138] :: 1430 ~ 1431, 1205 ms, 323 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[139] :: 1453 ~ 1453, 549 ms, 67 (MB), Reclaimed Zone : 1, ZLV: 0.801610
[140] :: 1453 ~ 1454, 644 ms, 86 (MB), Reclaimed Zone : 1, ZLV: 0.622116
[141] :: 1454 ~ 1455, 1075 ms, 258 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[142] :: 1461 ~ 1462, 1462 ms, 193 (MB), Reclaimed Zone : 1, ZLV: 0.707049
[143] :: 1462 ~ 1464, 2030 ms, 307 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[144] :: 1490 ~ 1491, 1485 ms, 323 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[145] :: 1495 ~ 1496, 1406 ms, 145 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[146] :: 1496 ~ 1498, 1834 ms, 320 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[147] :: 1498 ~ 1500, 1356 ms, 322 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[148] :: 1520 ~ 1520, 533 ms, 65 (MB), Reclaimed Zone : 1, ZLV: 0.792683
[149] :: 1520 ~ 1521, 1218 ms, 300 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[150] :: 1521 ~ 1523, 1209 ms, 316 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[151] :: 1523 ~ 1524, 1201 ms, 323 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[152] :: 1524 ~ 1525, 1347 ms, 326 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[153] :: 1533 ~ 1534, 1335 ms, 148 (MB), Reclaimed Zone : 1, ZLV: 0.900000
[154] :: 1534 ~ 1535, 831 ms, 150 (MB), Reclaimed Zone : 1, ZLV: 0.740826
[155] :: 1535 ~ 1536, 1153 ms, 288 (MB), Reclaimed Zone : 1, ZLV: 0.776632
[156] :: 1560 ~ 1561, 1079 ms, 214 (MB), Reclaimed Zone : 1, ZLV: 0.837344
[157] :: 1573 ~ 1574, 998 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[158] :: 1574 ~ 1576, 1300 ms, 311 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[159] :: 1607 ~ 1609, 1477 ms, 199 (MB), Reclaimed Zone : 1, ZLV: 0.820899
[160] :: 1611 ~ 1614, 2117 ms, 243 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[161] :: 1614 ~ 1615, 1142 ms, 267 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[162] :: 1615 ~ 1616, 1176 ms, 291 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[163] :: 1616 ~ 1617, 1232 ms, 312 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[164] :: 1617 ~ 1618, 1231 ms, 337 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[165] :: 1637 ~ 1637, 59 ms, 1 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[166] :: 1637 ~ 1639, 1518 ms, 220 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[167] :: 1639 ~ 1640, 1139 ms, 304 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[168] :: 1640 ~ 1641, 1125 ms, 307 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[169] :: 1641 ~ 1642, 1320 ms, 355 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[170] :: 1645 ~ 1647, 1581 ms, 126 (MB), Reclaimed Zone : 1, ZLV: 0.474700
[171] :: 1647 ~ 1649, 1819 ms, 281 (MB), Reclaimed Zone : 1, ZLV: 0.939260
[172] :: 1649 ~ 1650, 1466 ms, 344 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[173] :: 1730 ~ 1731, 1185 ms, 153 (MB), Reclaimed Zone : 1, ZLV: 0.979788
[174] :: 1735 ~ 1737, 1691 ms, 194 (MB), Reclaimed Zone : 1, ZLV: 0.838415
[175] :: 1737 ~ 1739, 1366 ms, 251 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[176] :: 1739 ~ 1740, 978 ms, 252 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[177] :: 1740 ~ 1741, 1059 ms, 273 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[178] :: 1773 ~ 1775, 1568 ms, 144 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[179] :: 1775 ~ 1777, 2126 ms, 246 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[180] :: 1777 ~ 1778, 1245 ms, 303 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[181] :: 1778 ~ 1780, 1327 ms, 309 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[182] :: 1780 ~ 1780, 861 ms, 225 (MB), Reclaimed Zone : 1, ZLV: 0.622001
[183] :: 1780 ~ 1782, 1379 ms, 347 (MB), Reclaimed Zone : 1, ZLV: 0.994302
[184] :: 1813 ~ 1814, 1124 ms, 194 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[185] :: 1814 ~ 1815, 984 ms, 219 (MB), Reclaimed Zone : 1, ZLV: 0.931573
[186] :: 1815 ~ 1816, 957 ms, 241 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[187] :: 1849 ~ 1850, 1052 ms, 100 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[188] :: 1850 ~ 1851, 1190 ms, 177 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[189] :: 1851 ~ 1852, 873 ms, 227 (MB), Reclaimed Zone : 1, ZLV: 0.939486
[190] :: 1852 ~ 1853, 919 ms, 242 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[191] :: 1856 ~ 1856, 160 ms, 10 (MB), Reclaimed Zone : 1, ZLV: 0.470000
[192] :: 1864 ~ 1866, 1967 ms, 321 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[193] :: 1866 ~ 1867, 1212 ms, 329 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[194] :: 1868 ~ 1869, 1361 ms, 315 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[195] :: 1869 ~ 1870, 1247 ms, 331 (MB), Reclaimed Zone : 1, ZLV: 0.999314
[196] :: 1893 ~ 1895, 1192 ms, 325 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[197] :: 1898 ~ 1899, 815 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[198] :: 1899 ~ 1900, 1244 ms, 132 (MB), Reclaimed Zone : 1, ZLV: 0.665158
[199] :: 1900 ~ 1901, 811 ms, 131 (MB), Reclaimed Zone : 1, ZLV: 0.440934
[200] :: 1935 ~ 1935, 456 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[201] :: 1944 ~ 1946, 1000 ms, 115 (MB), Reclaimed Zone : 1, ZLV: 0.478803
[202] :: 1950 ~ 1952, 1733 ms, 233 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[203] :: 1952 ~ 1953, 1018 ms, 248 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[204] :: 1953 ~ 1954, 1133 ms, 300 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[205] :: 1954 ~ 1955, 1227 ms, 322 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[206] :: 1975 ~ 1976, 990 ms, 152 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[207] :: 1976 ~ 1978, 1235 ms, 193 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[208] :: 1978 ~ 1979, 1073 ms, 271 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[209] :: 1979 ~ 1980, 1177 ms, 323 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[210] :: 1994 ~ 1994, 81 ms, 1 (MB), Reclaimed Zone : 1, ZLV: 0.500000
[211] :: 2004 ~ 2005, 1523 ms, 359 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[212] :: 2008 ~ 2009, 1099 ms, 253 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[213] :: 2054 ~ 2056, 1083 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 0.868750
[214] :: 2056 ~ 2057, 1506 ms, 259 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[215] :: 2057 ~ 2058, 1336 ms, 337 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[216] :: 2058 ~ 2060, 1251 ms, 331 (MB), Reclaimed Zone : 1, ZLV: 0.854652
[217] :: 2089 ~ 2092, 2675 ms, 299 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[218] :: 2092 ~ 2093, 1317 ms, 324 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[219] :: 2093 ~ 2095, 1325 ms, 347 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[220] :: 2095 ~ 2096, 1334 ms, 350 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[221] :: 2096 ~ 2097, 1415 ms, 380 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[222] :: 2182 ~ 2182, 100 ms, 5 (MB), Reclaimed Zone : 1, ZLV: 0.394231
[223] :: 2185 ~ 2185, 284 ms, 20 (MB), Reclaimed Zone : 1, ZLV: 0.294118
[224] :: 2185 ~ 2186, 770 ms, 105 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[225] :: 2187 ~ 2187, 437 ms, 61 (MB), Reclaimed Zone : 1, ZLV: 0.205882
[226] :: 2189 ~ 2191, 2103 ms, 265 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[227] :: 2191 ~ 2193, 1732 ms, 281 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[228] :: 2193 ~ 2194, 1287 ms, 338 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[229] :: 2213 ~ 2213, 640 ms, 74 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[230] :: 2213 ~ 2215, 1464 ms, 273 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[231] :: 2215 ~ 2216, 1129 ms, 273 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[232] :: 2216 ~ 2217, 1211 ms, 326 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[233] :: 2218 ~ 2219, 1762 ms, 130 (MB), Reclaimed Zone : 1, ZLV: 0.992266
[234] :: 2219 ~ 2222, 2639 ms, 335 (MB), Reclaimed Zone : 1, ZLV: 0.959347
[235] :: 2222 ~ 2223, 1412 ms, 368 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[236] :: 2298 ~ 2299, 797 ms, 88 (MB), Reclaimed Zone : 1, ZLV: 0.640449
[237] :: 2299 ~ 2299, 824 ms, 141 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[238] :: 2299 ~ 2300, 578 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 0.689655
[239] :: 2300 ~ 2301, 510 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 0.500000
[240] :: 2301 ~ 2301, 937 ms, 237 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[241] :: 2304 ~ 2308, 3135 ms, 262 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[242] :: 2308 ~ 2309, 1590 ms, 257 (MB), Reclaimed Zone : 1, ZLV: 0.761364
[243] :: 2309 ~ 2310, 1098 ms, 260 (MB), Reclaimed Zone : 1, ZLV: 0.752852
[244] :: 2310 ~ 2311, 1231 ms, 323 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[245] :: 2343 ~ 2344, 1279 ms, 194 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[246] :: 2344 ~ 2346, 2217 ms, 290 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[247] :: 2346 ~ 2348, 1337 ms, 298 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[248] :: 2348 ~ 2349, 1042 ms, 270 (MB), Reclaimed Zone : 1, ZLV: 0.762774
[249] :: 2349 ~ 2350, 1371 ms, 353 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[250] :: 2350 ~ 2351, 549 ms, 131 (MB), Reclaimed Zone : 1, ZLV: 0.278961
[251] :: 2374 ~ 2375, 1140 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[252] :: 2375 ~ 2376, 807 ms, 148 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[253] :: 2376 ~ 2376, 384 ms, 88 (MB), Reclaimed Zone : 1, ZLV: 0.400000
[254] :: 2379 ~ 2382, 2587 ms, 262 (MB), Reclaimed Zone : 1, ZLV: 0.990345
[255] :: 2382 ~ 2384, 1500 ms, 335 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[256] :: 2412 ~ 2413, 853 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 0.638495
[257] :: 2431 ~ 2431, 401 ms, 46 (MB), Reclaimed Zone : 1, ZLV: 0.338710
[258] :: 2431 ~ 2433, 1230 ms, 174 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[259] :: 2433 ~ 2434, 973 ms, 218 (MB), Reclaimed Zone : 1, ZLV: 0.809091
[260] :: 2434 ~ 2435, 1050 ms, 272 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[261] :: 2435 ~ 2436, 1082 ms, 279 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[262] :: 2439 ~ 2440, 766 ms, 67 (MB), Reclaimed Zone : 1, ZLV: 0.298254
[263] :: 2440 ~ 2442, 2529 ms, 252 (MB), Reclaimed Zone : 1, ZLV: 0.808071
[264] :: 2442 ~ 2444, 1468 ms, 350 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[265] :: 2504 ~ 2505, 1093 ms, 99 (MB), Reclaimed Zone : 1, ZLV: 0.904938
[266] :: 2505 ~ 2506, 1029 ms, 193 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[267] :: 2506 ~ 2507, 858 ms, 205 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[268] :: 2507 ~ 2508, 1367 ms, 348 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[269] :: 2508 ~ 2510, 1086 ms, 281 (MB), Reclaimed Zone : 1, ZLV: 0.723018
[270] :: 2510 ~ 2510, 496 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.588710
[271] :: 2513 ~ 2516, 2717 ms, 258 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[272] :: 2516 ~ 2517, 1394 ms, 302 (MB), Reclaimed Zone : 1, ZLV: 0.797197
[273] :: 2517 ~ 2518, 1474 ms, 355 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[274] :: 2518 ~ 2520, 1457 ms, 381 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[275] :: 2520 ~ 2521, 1481 ms, 386 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[276] :: 2571 ~ 2571, 129 ms, 1 (MB), Reclaimed Zone : 1, ZLV: 0.500000
[277] :: 2596 ~ 2598, 1481 ms, 211 (MB), Reclaimed Zone : 1, ZLV: 0.926882
[278] :: 2598 ~ 2599, 1180 ms, 193 (MB), Reclaimed Zone : 1, ZLV: 0.820988
[279] :: 2599 ~ 2600, 535 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 0.500000
[280] :: 2600 ~ 2601, 1114 ms, 277 (MB), Reclaimed Zone : 1, ZLV: 0.990741
[281] :: 2601 ~ 2602, 982 ms, 258 (MB), Reclaimed Zone : 1, ZLV: 0.884259
[282] :: 2605 ~ 2606, 1212 ms, 88 (MB), Reclaimed Zone : 1, ZLV: 0.912360
[283] :: 2606 ~ 2609, 2607 ms, 284 (MB), Reclaimed Zone : 1, ZLV: 0.919977
[284] :: 2609 ~ 2611, 2134 ms, 311 (MB), Reclaimed Zone : 1, ZLV: 0.792332
[285] :: 2611 ~ 2613, 1621 ms, 386 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[286] :: 2645 ~ 2646, 1576 ms, 173 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[287] :: 2646 ~ 2648, 1948 ms, 291 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[288] :: 2648 ~ 2649, 1153 ms, 309 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[289] :: 2649 ~ 2651, 1196 ms, 312 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[290] :: 2651 ~ 2652, 1179 ms, 317 (MB), Reclaimed Zone : 1, ZLV: 1.000000
